"route_id","service_id","trip_id","trip_headsign","trip_short_name","direction_id","block_id","shape_id","wheelchair_accessible","bikes_allowed"
"997-3","997-merged_499626346f23e4eabdab","997-2476_0353","Francesc Macià","","","LT02","997-5","",""
"997-2","997-merged_c71aba43e390ca4bfe61","997-2476_0297","Llevant-L.Planes","","","LT02","997-1","",""
"997-2","997-merged_caeecf4383196144f1c9","997-2476_0298","Francesc Macià","","","LT02","997-2","",""
"997-3","997-merged_c71aba43e390ca4bfe61","997-2476_0501","Sant Feliu|C.C.","","","LT02","997-11","",""
"997-3","997-merged_499626346f23e4eabdab","997-2476_0502","Francesc Macià","","","LT02","997-12","",""
"997-1","997-merged_c71aba43e390ca4bfe61","997-2476_0029","Bon Viatge","","","LT02","997-8","",""
"997-1","997-merged_c71aba43e390ca4bfe61","997-2476_0031","Francesc Macià","","","LT02","997-9","",""
"997-1","997-merged_c71aba43e390ca4bfe61","997-2476_0032","Bon Viatge","","","LT02","997-6","",""
"997-1","997-merged_c71aba43e390ca4bfe61","997-2476_0033","Francesc Macià","","","LT02","997-7","",""
"997-1","997-merged_c71aba43e390ca4bfe61","997-2476_0034","Bon Viatge","","","LT02","997-8","",""
"997-1","997-merged_c71aba43e390ca4bfe61","997-2476_0035","Francesc Macià","","","LT02","997-9","",""
"997-1","997-2476","997-2476_0036","Bon Viatge","","","LT02","997-6","",""
"997-1","997-merged_499626346f23e4eabdab","997-2476_0037","Francesc Macià","","","LT02","997-7","",""
"997-1","997-2476","997-2476_0038","Bon Viatge","","","LT02","997-8","",""
"997-1","997-merged_499626346f23e4eabdab","997-2476_0039","Francesc Macià","","","LT02","997-9","",""
"997-1","997-2476","997-2476_0040","Bon Viatge","","","LT02","997-6","",""
"997-1","997-2476","997-2476_0041","Francesc Macià","","","LT02","997-9","",""
"997-3","997-2476","997-2476_0370","Sant Feliu|C.C.","","","LT02","997-11","",""
"997-3","997-2476","997-2476_0371","Francesc Macià","","","LT02","997-12","",""
"997-1","997-2476","997-2476_0044","Bon Viatge","","","LT02","997-8","",""
"997-1","997-2476","997-2476_0045","Francesc Macià","","","LT02","997-9","",""
"997-2","997-2476","997-2476_0291","Llevant-L.Planes","","","LT02","997-1","",""
"997-3","997-merged_499626346f23e4eabdab","997-2476_0385","Francesc Macià","","","LT03","997-5","",""
"997-3","997-merged_c71aba43e390ca4bfe61","997-2476_0386","Sant Feliu|C.C.","","","LT03","997-11","",""
"997-3","997-merged_499626346f23e4eabdab","997-2476_0387","Francesc Macià","","","LT03","997-12","",""
"997-3","997-merged_c71aba43e390ca4bfe61","997-2476_0388","Sant Feliu|C.C.","","","LT03","997-4","",""
"997-3","997-merged_499626346f23e4eabdab","997-2476_0389","Francesc Macià","","","LT03","997-5","",""
"997-1","997-merged_c71aba43e390ca4bfe61","997-2476_0056","Bon Viatge","","","LT03","997-6","",""
"997-1","997-merged_c71aba43e390ca4bfe61","997-2476_0057","Francesc Macià","","","LT03","997-7","",""
"997-2","997-merged_c71aba43e390ca4bfe61","997-2476_0245","Llevant-L.Planes","","","LT03","997-10","",""
"997-1","997-merged_c71aba43e390ca4bfe61","997-2476_0002","Francesc Macià","","","LT04","997-9","",""
"997-2","997-merged_c71aba43e390ca4bfe61","997-2476_0239","Llevant-L.Planes","","","LT04","997-1","",""
"997-2","997-merged_c71aba43e390ca4bfe61","997-2476_0240","Francesc Macià","","","LT04","997-2","",""
"997-3","997-merged_c71aba43e390ca4bfe61","997-2476_0499","Sant Feliu|C.C.","","","LT04","997-11","",""
"997-3","997-merged_499626346f23e4eabdab","997-2476_0500","Francesc Macià","","","LT04","997-12","",""
"997-1","997-merged_c71aba43e390ca4bfe61","997-2476_0026","Bon Viatge","","","LT04","997-8","",""
"997-1","997-merged_c71aba43e390ca4bfe61","997-2476_0027","Francesc Macià","","","LT04","997-9","",""
"997-2","997-merged_c71aba43e390ca4bfe61","997-2476_0301","Llevant-L.Planes","","","LT04","997-1","",""
"997-2","997-merged_c71aba43e390ca4bfe61","997-2476_0302","Francesc Macià","","","LT04","997-2","",""
"997-3","997-merged_c71aba43e390ca4bfe61","997-2476_0455","Sant Feliu|C.C.","","","LT04","997-11","",""
"997-3","997-merged_499626346f23e4eabdab","997-2476_0456","Francesc Macià","","","LT04","997-5","",""
"997-2","997-merged_c71aba43e390ca4bfe61","997-2476_0197","Llevant-L.Planes","","","LT04","997-1","",""
"997-2","997-merged_499626346f23e4eabdab","997-2476_0198","Francesc Macià","","","LT04","997-3","",""
"997-3","997-2476","997-2476_0429","Sant Feliu|C.C.","","","LT04","997-4","",""
"997-3","997-merged_499626346f23e4eabdab","997-2476_0430","Francesc Macià","","","LT04","997-12","",""
"997-2","997-2476","997-2476_0285","Llevant-L.Planes","","","LT04","997-10","",""
"997-2","997-2476","997-2476_0286","Francesc Macià","","","LT04","997-3","",""
"997-3","997-2476","997-2476_0489","Sant Feliu|C.C.","","","LT04","997-4","",""
"997-3","997-2476","997-2476_0490","Francesc Macià","","","LT04","997-12","",""
"997-1","997-2476","997-2476_0173","Bon Viatge","","","LT04","997-8","",""
"997-1","997-2476","997-2476_0174","Francesc Macià","","","LT04","997-9","",""
"997-2","997-2476","997-2476_0233","Llevant-L.Planes","","","LT04","997-1","",""
"997-2","997-2476","997-2476_0234","Francesc Macià","","","LT04","997-2","",""
"997-3","997-merged_499626346f23e4eabdab","997-2476_0376","Sant Feliu|C.C.","","","LT04","997-11","",""
"997-3","997-merged_499626346f23e4eabdab","997-2476_0377","Francesc Macià","","","LT04","997-5","",""
"997-2","997-merged_499626346f23e4eabdab","997-2476_0269","Llevant-L.Planes","","","LT04","997-1","",""
"997-2","997-merged_499626346f23e4eabdab","997-2476_0270","Francesc Macià","","","LT04","997-2","",""
"997-2","997-2476","997-2476_0271","Llevant-L.Planes","","","LT04","997-1","",""
"997-2","997-2476","997-2476_0272","Francesc Macià","","","LT04","997-2","",""
"997-1","997-2476","997-2476_0185","Bon Viatge","","","LT04","997-6","",""
"997-2","997-merged_c71aba43e390ca4bfe61","997-2476_0214","Francesc Macià","","","LT05","997-2","",""
"997-2","997-merged_c71aba43e390ca4bfe61","997-2476_0215","Llevant-L.Planes","","","LT05","997-1","",""
"997-2","997-merged_c71aba43e390ca4bfe61","997-2476_0216","Francesc Macià","","","LT05","997-3","",""
"997-1","997-merged_c71aba43e390ca4bfe61","997-2476_0082","Bon Viatge","","","LT05","997-8","",""
"997-1","997-merged_c71aba43e390ca4bfe61","997-2476_0083","Francesc Macià","","","LT05","997-9","",""
"997-2","997-merged_c71aba43e390ca4bfe61","997-2476_0251","Llevant-L.Planes","","","LT05","997-1","",""
"997-2","997-merged_c71aba43e390ca4bfe61","997-2476_0252","Francesc Macià","","","LT05","997-2","",""
"997-1","997-merged_c71aba43e390ca4bfe61","997-2476_0145","Bon Viatge","","","LT05","997-6","",""
"997-1","997-merged_c71aba43e390ca4bfe61","997-2476_0146","Francesc Macià","","","LT05","997-7","",""
"997-1","997-merged_c71aba43e390ca4bfe61","997-2476_0147","Bon Viatge","","","LT05","997-8","",""
"997-1","997-merged_c71aba43e390ca4bfe61","997-2476_0148","Francesc Macià","","","LT05","997-9","",""
"997-1","997-merged_c71aba43e390ca4bfe61","997-2476_0149","Bon Viatge","","","LT05","997-6","",""
"997-1","997-merged_499626346f23e4eabdab","997-2476_0150","Francesc Macià","","","LT05","997-7","",""
"997-1","997-2476","997-2476_0151","Bon Viatge","","","LT05","997-8","",""
"997-1","997-merged_499626346f23e4eabdab","997-2476_0152","Francesc Macià","","","LT05","997-9","",""
"997-1","997-2476","997-2476_0153","Bon Viatge","","","LT05","997-6","",""
"997-1","997-2476","997-2476_0154","Francesc Macià","","","LT05","997-9","",""
"997-1","997-2476","997-2476_0155","Bon Viatge","","","LT05","997-6","",""
"997-1","997-2476","997-2476_0156","Francesc Macià","","","LT05","997-7","",""
"997-2","997-2476","997-2476_0231","Llevant-L.Planes","","","LT05","997-10","",""
"997-2","997-2476","997-2476_0232","Francesc Macià","","","LT05","997-3","",""
"997-3","997-2476","997-2476_0509","Sant Feliu|C.C.","","","LT05","997-4","",""
"997-3","997-2476","997-2476_0510","Francesc Macià","","","LT05","997-5","",""
"997-2","997-merged_499626346f23e4eabdab","997-2476_0267","Llevant-L.Planes","","","LT05","997-1","",""
"997-2","997-merged_499626346f23e4eabdab","997-2476_0268","Francesc Macià","","","LT05","997-3","",""
"997-3","997-merged_499626346f23e4eabdab","997-2476_0378","Sant Feliu|C.C.","","","LT05","997-4","",""
"997-3","997-merged_499626346f23e4eabdab","997-2476_0379","Francesc Macià","","","LT05","997-5","",""
"997-3","997-2476","997-2476_0380","Sant Feliu|C.C.","","","LT05","997-11","",""
"997-3","997-2476","997-2476_0381","Francesc Macià","","","LT05","997-5","",""
"997-3","997-2476","997-2476_0382","Sant Feliu|C.C.","","","LT05","997-11","",""
"997-3","997-merged_499626346f23e4eabdab","997-2476_0003","Francesc Macià","","","LT06","997-5","",""
"997-3","997-merged_c71aba43e390ca4bfe61","997-2476_0417","Sant Feliu|C.C.","","","LT06","997-11","",""
"997-3","997-merged_499626346f23e4eabdab","997-2476_0418","Francesc Macià","","","LT06","997-12","",""
"997-3","997-merged_c71aba43e390ca4bfe61","997-2476_0419","Sant Feliu|C.C.","","","LT06","997-4","",""
"997-3","997-merged_499626346f23e4eabdab","997-2476_0420","Francesc Macià","","","LT06","997-5","",""
"997-1","997-merged_c71aba43e390ca4bfe61","997-2476_0028","Bon Viatge","","","LT06","997-6","",""
"997-1","997-merged_c71aba43e390ca4bfe61","997-2476_0030","Francesc Macià","","","LT06","997-7","",""
"997-2","997-merged_c71aba43e390ca4bfe61","997-2476_0253","Llevant-L.Planes","","","LT06","997-10","",""
"997-2","997-merged_c71aba43e390ca4bfe61","997-2476_0254","Francesc Macià","","","LT06","997-2","",""
"997-3","997-merged_c71aba43e390ca4bfe61","997-2476_0481","Sant Feliu|C.C.","","","LT06","997-11","",""
"997-3","997-merged_499626346f23e4eabdab","997-2476_0482","Francesc Macià","","","LT06","997-5","",""
"997-2","997-merged_c71aba43e390ca4bfe61","997-2476_0329","Llevant-L.Planes","","","LT06","997-1","",""
"997-2","997-merged_c71aba43e390ca4bfe61","997-2476_0330","Francesc Macià","","","LT06","997-3","",""
"997-3","997-2476","997-2476_0366","Sant Feliu|C.C.","","","LT06","997-4","",""
"997-3","997-merged_499626346f23e4eabdab","997-2476_0367","Francesc Macià","","","LT06","997-12","",""
"997-2","997-2476","997-2476_0309","Llevant-L.Planes","","","LT06","997-10","",""
"997-2","997-2476","997-2476_0310","Francesc Macià","","","LT06","997-3","",""
"997-1","997-2476","997-2476_0042","Bon Viatge","","","LT06","997-8","",""
"997-1","997-2476","997-2476_0043","Francesc Macià","","","LT06","997-9","",""
"997-2","997-2476","997-2476_0205","Llevant-L.Planes","","","LT06","997-1","",""
"997-2","997-2476","997-2476_0206","Francesc Macià","","","LT06","997-2","",""
"997-1","997-2476","997-2476_0007","Bon Viatge","","","LT06","997-6","",""
"997-1","997-merged_c71aba43e390ca4bfe61","997-2476_0010","Francesc Macià","","","LT07","997-7","",""
"997-3","997-merged_c71aba43e390ca4bfe61","997-2476_0354","Sant Feliu|C.C.","","","LT07","997-4","",""
"997-3","997-merged_499626346f23e4eabdab","997-2476_0355","Francesc Macià","","","LT07","997-5","",""
"997-1","997-merged_c71aba43e390ca4bfe61","997-2476_0017","Bon Viatge","","","LT07","997-6","",""
"997-1","997-merged_c71aba43e390ca4bfe61","997-2476_0018","Francesc Macià","","","LT07","997-7","",""
"997-2","997-merged_c71aba43e390ca4bfe61","997-2476_0193","Llevant-L.Planes","","","LT07","997-10","",""
"997-2","997-merged_a29b6ad3557eadcbf478","997-2476_0194","Francesc Macià","","","LT07","997-3","",""
"997-3","997-merged_c71aba43e390ca4bfe61","997-2476_0394","Sant Feliu|C.C.","","","LT07","997-4","",""
"997-3","997-merged_499626346f23e4eabdab","997-2476_0395","Francesc Macià","","","LT07","997-12","",""
"997-2","997-merged_c71aba43e390ca4bfe61","997-2476_0281","Llevant-L.Planes","","","LT07","997-10","",""
"997-2","997-merged_499626346f23e4eabdab","997-2476_0282","Francesc Macià","","","LT07","997-2","",""
"997-3","997-merged_0fe09552445f1d0c2f1a","997-2476_0459","Sant Feliu|C.C.","","","LT07","997-11","",""
"997-3","997-merged_499626346f23e4eabdab","997-2476_0460","Francesc Macià","","","LT07","997-5","",""
"997-2","997-2476","997-2476_0227","Llevant-L.Planes","","","LT07","997-1","",""
"997-2","997-merged_499626346f23e4eabdab","997-2476_0228","Francesc Macià","","","LT07","997-3","",""
"997-3","997-2476","997-2476_0433","Sant Feliu|C.C.","","","LT07","997-4","",""
"997-3","997-2476","997-2476_0434","Francesc Macià","","","LT07","997-5","",""
"997-1","997-2476","997-2476_0157","Bon Viatge","","","LT07","997-6","",""
"997-1","997-2476","997-2476_0158","Francesc Macià","","","LT07","997-7","",""
"997-2","997-2476","997-2476_0265","Llevant-L.Planes","","","LT07","997-10","",""
"997-2","997-2476","997-2476_0266","Francesc Macià","","","LT07","997-3","",""
"997-3","997-merged_499626346f23e4eabdab","997-2476_0495","Sant Feliu|C.C.","","","LT07","997-4","",""
"997-3","997-merged_499626346f23e4eabdab","997-2476_0496","Francesc Macià","","","LT07","997-12","",""
"997-2","997-merged_499626346f23e4eabdab","997-2476_0317","Llevant-L.Planes","","","LT07","997-10","",""
"997-1","997-merged_c71aba43e390ca4bfe61","997-2476_0014","Francesc Macià","","","LT08","997-9","",""
"997-1","997-merged_c71aba43e390ca4bfe61","997-2476_0015","Bon Viatge","","","LT08","997-6","",""
"997-1","997-merged_c71aba43e390ca4bfe61","997-2476_0016","Francesc Macià","","","LT08","997-7","",""
"997-2","997-merged_c71aba43e390ca4bfe61","997-2476_0299","Llevant-L.Planes","","","LT08","997-10","",""
"997-2","997-merged_c71aba43e390ca4bfe61","997-2476_0300","Francesc Macià","","","LT08","997-3","",""
"997-3","997-merged_c71aba43e390ca4bfe61","997-2476_0392","Sant Feliu|C.C.","","","LT08","997-4","",""
"997-3","997-merged_499626346f23e4eabdab","997-2476_0393","Francesc Macià","","","LT08","997-5","",""
"997-2","997-merged_c71aba43e390ca4bfe61","997-2476_0195","Llevant-L.Planes","","","LT08","997-1","",""
"997-2","997-merged_c71aba43e390ca4bfe61","997-2476_0196","Francesc Macià","","","LT08","997-3","",""
"997-3","997-merged_c71aba43e390ca4bfe61","997-2476_0457","Sant Feliu|C.C.","","","LT08","997-4","",""
"997-3","997-merged_499626346f23e4eabdab","997-2476_0458","Francesc Macià","","","LT08","997-12","",""
"997-2","997-2476","997-2476_0283","Llevant-L.Planes","","","LT08","997-10","",""
"997-2","997-merged_499626346f23e4eabdab","997-2476_0284","Francesc Macià","","","LT08","997-2","",""
"997-3","997-2476","997-2476_0431","Sant Feliu|C.C.","","","LT08","997-11","",""
"997-3","997-merged_499626346f23e4eabdab","997-2476_0432","Francesc Macià","","","LT08","997-5","",""
"997-2","997-2476","997-2476_0229","Llevant-L.Planes","","","LT08","997-1","",""
"997-2","997-2476","997-2476_0230","Francesc Macià","","","LT08","997-2","",""
"997-3","997-2476","997-2476_0491","Sant Feliu|C.C.","","","LT08","997-11","",""
"997-3","997-2476","997-2476_0492","Francesc Macià","","","LT08","997-12","",""
"997-1","997-2476","997-2476_0175","Bon Viatge","","","LT08","997-8","",""
"997-1","997-2476","997-2476_0176","Francesc Macià","","","LT08","997-9","",""
"997-1","997-2476","997-2476_0011","Bon Viatge","","","LT08","997-6","",""
"997-1","997-merged_c71aba43e390ca4bfe61","997-2476_0024","Francesc Macià","","","LT09","997-7","",""
"997-2","997-merged_c71aba43e390ca4bfe61","997-2476_0241","Llevant-L.Planes","","","LT09","997-10","",""
"997-2","997-merged_c71aba43e390ca4bfe61","997-2476_0242","Francesc Macià","","","LT09","997-3","",""
"997-3","997-merged_c71aba43e390ca4bfe61","997-2476_0390","Sant Feliu|C.C.","","","LT09","997-4","",""
"997-3","997-merged_499626346f23e4eabdab","997-2476_0391","Francesc Macià","","","LT09","997-5","",""
"997-1","997-merged_c71aba43e390ca4bfe61","997-2476_0058","Bon Viatge","","","LT09","997-6","",""
"997-1","997-merged_c71aba43e390ca4bfe61","997-2476_0059","Francesc Macià","","","LT09","997-7","",""
"997-1","997-merged_c71aba43e390ca4bfe61","997-2476_0060","Bon Viatge","","","LT09","997-8","",""
"997-1","997-merged_c71aba43e390ca4bfe61","997-2476_0061","Francesc Macià","","","LT09","997-9","",""
"997-1","997-merged_c71aba43e390ca4bfe61","997-2476_0062","Bon Viatge","","","LT09","997-6","",""
"997-1","997-merged_499626346f23e4eabdab","997-2476_0063","Francesc Macià","","","LT09","997-7","",""
"997-1","997-2476","997-2476_0064","Bon Viatge","","","LT09","997-8","",""
"997-1","997-merged_499626346f23e4eabdab","997-2476_0065","Francesc Macià","","","LT09","997-9","",""
"997-1","997-2476","997-2476_0066","Bon Viatge","","","LT09","997-6","",""
"997-1","997-merged_499626346f23e4eabdab","997-2476_0067","Francesc Macià","","","LT09","997-7","",""
"997-1","997-2476","997-2476_0068","Bon Viatge","","","LT09","997-8","",""
"997-1","997-merged_499626346f23e4eabdab","997-2476_0069","Francesc Macià","","","LT09","997-9","",""
"997-1","997-merged_499626346f23e4eabdab","997-2476_0070","Bon Viatge","","","LT09","997-6","",""
"997-1","997-2476","997-2476_0071","Francesc Macià","","","LT09","997-7","",""
"997-2","997-2476","997-2476_0313","Llevant-L.Planes","","","LT09","997-10","",""
"997-2","997-2476","997-2476_0314","Francesc Macià","","","LT09","997-3","",""
"997-1","997-2476","997-2476_0102","Bon Viatge","","","LT09","997-8","",""
"997-1","997-2476","997-2476_0103","Francesc Macià","","","LT09","997-9","",""
"997-1","997-merged_499626346f23e4eabdab","997-2476_0104","Bon Viatge","","","LT09","997-6","",""
"997-1","997-merged_499626346f23e4eabdab","997-2476_0105","Francesc Macià","","","LT09","997-9","",""
"997-1","997-merged_65dea03255d17bc4774a","997-2476_0106","Bon Viatge","","","LT09","997-6","",""
"997-3","997-merged_499626346f23e4eabdab","997-2476_0448","Francesc Macià","","","LT10","997-5","",""
"997-3","997-merged_c71aba43e390ca4bfe61","997-2476_0449","Sant Feliu|C.C.","","","LT10","997-11","",""
"997-3","997-merged_499626346f23e4eabdab","997-2476_0450","Francesc Macià","","","LT10","997-12","",""
"997-1","997-merged_c71aba43e390ca4bfe61","997-2476_0084","Bon Viatge","","","LT10","997-8","",""
"997-1","997-merged_c71aba43e390ca4bfe61","997-2476_0085","Francesc Macià","","","LT10","997-9","",""
"997-1","997-merged_c71aba43e390ca4bfe61","997-2476_0086","Bon Viatge","","","LT10","997-6","",""
"997-1","997-merged_c71aba43e390ca4bfe61","997-2476_0087","Francesc Macià","","","LT10","997-9","",""
"997-1","997-merged_c71aba43e390ca4bfe61","997-2476_0088","Bon Viatge","","","LT10","997-6","",""
"997-1","997-merged_c71aba43e390ca4bfe61","997-2476_0089","Francesc Macià","","","LT10","997-7","",""
"997-1","997-merged_c71aba43e390ca4bfe61","997-2476_0090","Bon Viatge","","","LT10","997-8","",""
"997-1","997-merged_499626346f23e4eabdab","997-2476_0091","Francesc Macià","","","LT10","997-9","",""
"997-1","997-2476","997-2476_0092","Bon Viatge","","","LT10","997-6","",""
"997-1","997-merged_499626346f23e4eabdab","997-2476_0093","Francesc Macià","","","LT10","997-7","",""
"997-1","997-2476","997-2476_0094","Bon Viatge","","","LT10","997-8","",""
"997-1","997-merged_499626346f23e4eabdab","997-2476_0095","Francesc Macià","","","LT10","997-9","",""
"997-1","997-2476","997-2476_0096","Bon Viatge","","","LT10","997-6","",""
"997-1","997-2476","997-2476_0097","Francesc Macià","","","LT10","997-9","",""
"997-2","997-2476","997-2476_0263","Llevant-L.Planes","","","LT10","997-1","",""
"997-2","997-merged_d3cf16e88f0675e03aef","997-2476_0264","Francesc Macià","","","LT10","997-2","",""
"997-3","997-2476","997-2476_0493","Sant Feliu|C.C.","","","LT10","997-11","",""
"997-3","997-2476","997-2476_0494","Francesc Macià","","","LT10","997-12","",""
"997-1","997-2476","997-2476_0177","Bon Viatge","","","LT10","997-8","",""
"997-1","997-merged_499626346f23e4eabdab","997-2476_0178","Francesc Macià","","","LT10","997-7","",""
"997-1","997-merged_499626346f23e4eabdab","997-2476_0179","Bon Viatge","","","LT10","997-8","",""
"997-1","997-merged_499626346f23e4eabdab","997-2476_0180","Francesc Macià","","","LT10","997-9","",""
"997-1","997-2476","997-2476_0181","Bon Viatge","","","LT10","997-6","",""
"997-2","997-merged_c71aba43e390ca4bfe61","997-2476_0248","Francesc Macià","","","LT11","997-2","",""
"997-1","997-merged_c71aba43e390ca4bfe61","997-2476_0054","Bon Viatge","","","LT11","997-6","",""
"997-1","997-merged_c71aba43e390ca4bfe61","997-2476_0055","Francesc Macià","","","LT11","997-7","",""
"997-2","997-merged_c71aba43e390ca4bfe61","997-2476_0323","Llevant-L.Planes","","","LT11","997-10","",""
"997-2","997-merged_c71aba43e390ca4bfe61","997-2476_0324","Francesc Macià","","","LT11","997-3","",""
"997-3","997-merged_c71aba43e390ca4bfe61","997-2476_0423","Sant Feliu|C.C.","","","LT11","997-4","",""
"997-3","997-merged_499626346f23e4eabdab","997-2476_0424","Francesc Macià","","","LT11","997-5","",""
"997-2","997-merged_c71aba43e390ca4bfe61","997-2476_0327","Llevant-L.Planes","","","LT11","997-1","",""
"997-2","997-merged_c71aba43e390ca4bfe61","997-2476_0328","Francesc Macià","","","LT11","997-3","",""
"997-3","997-merged_c71aba43e390ca4bfe61","997-2476_0483","Sant Feliu|C.C.","","","LT11","997-4","",""
"997-3","997-merged_499626346f23e4eabdab","997-2476_0484","Francesc Macià","","","LT11","997-12","",""
"997-2","997-2476","997-2476_0307","Llevant-L.Planes","","","LT11","997-10","",""
"997-2","997-merged_499626346f23e4eabdab","997-2476_0308","Francesc Macià","","","LT11","997-2","",""
"997-3","997-2476","997-2476_0368","Sant Feliu|C.C.","","","LT11","997-11","",""
"997-3","997-2476","997-2476_0369","Francesc Macià","","","LT11","997-12","",""
"997-2","997-2476","997-2476_0203","Llevant-L.Planes","","","LT11","997-10","",""
"997-2","997-2476","997-2476_0204","Francesc Macià","","","LT11","997-3","",""
"997-3","997-2476","997-2476_0406","Sant Feliu|C.C.","","","LT11","997-4","",""
"997-3","997-2476","997-2476_0407","Francesc Macià","","","LT11","997-5","",""
"997-2","997-2476","997-2476_0292","Llevant-L.Planes","","","LT11","997-1","",""
"997-2","997-2476","997-2476_0294","Francesc Macià","","","LT11","997-2","",""
"997-3","997-merged_499626346f23e4eabdab","997-2476_0471","Sant Feliu|C.C.","","","LT11","997-11","",""
"997-3","997-merged_499626346f23e4eabdab","997-2476_0472","Francesc Macià","","","LT11","997-5","",""
"997-2","997-2476","997-2476_0347","Llevant-L.Planes","","","LT11","997-1","",""
"997-2","997-merged_499626346f23e4eabdab","997-2476_0348","Francesc Macià","","","LT11","997-2","",""
"997-2","997-merged_d3cf16e88f0675e03aef","997-2476_0349","Llevant-L.Planes","","","LT11","997-1","",""
"997-1","997-merged_a29b6ad3557eadcbf478","997-2476_0053","Francesc Macià","","","LT12","997-7","",""
"997-1","997-merged_c71aba43e390ca4bfe61","997-2476_0025","Bon Viatge","","","LT12","997-8","",""
"997-1","997-merged_c71aba43e390ca4bfe61","997-2476_0004","Francesc Macià","","","LT12","997-9","",""
"997-2","997-merged_c71aba43e390ca4bfe61","997-2476_0243","Llevant-L.Planes","","","LT12","997-1","",""
"997-2","997-merged_c71aba43e390ca4bfe61","997-2476_0244","Francesc Macià","","","LT12","997-2","",""
"997-3","997-merged_c71aba43e390ca4bfe61","997-2476_0453","Sant Feliu|C.C.","","","LT12","997-11","",""
"997-3","997-merged_499626346f23e4eabdab","997-2476_0454","Francesc Macià","","","LT12","997-12","",""
"997-2","997-merged_c71aba43e390ca4bfe61","997-2476_0303","Llevant-L.Planes","","","LT12","997-10","",""
"997-2","997-merged_c71aba43e390ca4bfe61","997-2476_0304","Francesc Macià","","","LT12","997-2","",""
"997-3","997-merged_c71aba43e390ca4bfe61","997-2476_0427","Sant Feliu|C.C.","","","LT12","997-11","",""
"997-3","997-merged_499626346f23e4eabdab","997-2476_0428","Francesc Macià","","","LT12","997-5","",""
"997-2","997-2476","997-2476_0199","Llevant-L.Planes","","","LT12","997-1","",""
"997-2","997-merged_499626346f23e4eabdab","997-2476_0200","Francesc Macià","","","LT12","997-3","",""
"997-3","997-2476","997-2476_0487","Sant Feliu|C.C.","","","LT12","997-4","",""
"997-3","997-2476","997-2476_0488","Francesc Macià","","","LT12","997-5","",""
"997-2","997-2476","997-2476_0287","Llevant-L.Planes","","","LT12","997-1","",""
"997-2","997-2476","997-2476_0288","Francesc Macià","","","LT12","997-2","",""
"997-3","997-2476","997-2476_0372","Sant Feliu|C.C.","","","LT12","997-11","",""
"997-3","997-2476","997-2476_0373","Francesc Macià","","","LT12","997-12","",""
"997-1","997-2476","997-2476_0046","Bon Viatge","","","LT12","997-8","",""
"997-1","997-2476","997-2476_0047","Francesc Macià","","","LT12","997-9","",""
"997-1","997-merged_499626346f23e4eabdab","997-2476_0048","Bon Viatge","","","LT12","997-6","",""
"997-1","997-merged_499626346f23e4eabdab","997-2476_0049","Francesc Macià","","","LT12","997-9","",""
"997-1","997-merged_499626346f23e4eabdab","997-2476_0050","Bon Viatge","","","LT12","997-6","",""
"997-1","997-merged_c71aba43e390ca4bfe61","997-2476_0081","Francesc Macià","","","LT13","997-9","",""
"997-2","997-2476","997-2476_0321","Llevant-L.Planes","","","LT13","997-1","",""
"997-2","997-merged_c71aba43e390ca4bfe61","997-2476_0322","Francesc Macià","","","LT13","997-2","",""
"997-3","997-merged_c71aba43e390ca4bfe61","997-2476_0451","Sant Feliu|C.C.","","","LT13","997-11","",""
"997-3","997-merged_499626346f23e4eabdab","997-2476_0452","Francesc Macià","","","LT13","997-12","",""
"997-2","997-merged_c71aba43e390ca4bfe61","997-2476_0325","Llevant-L.Planes","","","LT13","997-10","",""
"997-2","997-merged_c71aba43e390ca4bfe61","997-2476_0326","Francesc Macià","","","LT13","997-3","",""
"997-3","997-merged_c71aba43e390ca4bfe61","997-2476_0425","Sant Feliu|C.C.","","","LT13","997-4","",""
"997-3","997-merged_499626346f23e4eabdab","997-2476_0426","Francesc Macià","","","LT13","997-12","",""
"997-2","997-merged_a29b6ad3557eadcbf478","997-2476_0305","Llevant-L.Planes","","","LT13","997-10","",""
"997-2","997-merged_499626346f23e4eabdab","997-2476_0306","Francesc Macià","","","LT13","997-2","",""
"997-3","997-2476","997-2476_0485","Sant Feliu|C.C.","","","LT13","997-11","",""
"997-3","997-merged_499626346f23e4eabdab","997-2476_0486","Francesc Macià","","","LT13","997-5","",""
"997-2","997-2476","997-2476_0201","Llevant-L.Planes","","","LT13","997-1","",""
"997-2","997-2476","997-2476_0202","Francesc Macià","","","LT13","997-2","",""
"997-1","997-2476","997-2476_0133","Bon Viatge","","","LT13","997-6","",""
"997-1","997-2476","997-2476_0134","Francesc Macià","","","LT13","997-7","",""
"997-2","997-2476","997-2476_0289","Llevant-L.Planes","","","LT13","997-10","",""
"997-2","997-merged_0fe09552445f1d0c2f1a","997-2476_0290","Francesc Macià","","","LT13","997-3","",""
"997-3","997-2476","997-2476_0408","Sant Feliu|C.C.","","","LT13","997-4","",""
"997-3","997-merged_499626346f23e4eabdab","997-2476_0409","Francesc Macià","","","LT13","997-5","",""
"997-2","997-merged_499626346f23e4eabdab","997-2476_0345","Llevant-L.Planes","","","LT13","997-1","",""
"997-2","997-merged_499626346f23e4eabdab","997-2476_0346","Francesc Macià","","","LT13","997-2","",""
