"route_id","service_id","trip_id","trip_headsign","trip_short_name","direction_id","block_id","shape_id","wheelchair_accessible","bikes_allowed"
"997-3","997-2476","997-2476_0412","Sant Feliu|C.C.","","","LT13","997-11","",""
"997-3","997-2476","997-2476_0413","Francesc Macià","","","LT13","997-5","",""
"997-3","997-2476","997-2476_0414","Sant Feliu|C.C.","","","LT13","997-11","",""
"997-3","997-2476","997-2476_0415","Francesc Macià","","","LT13","997-5","",""
"997-1","997-merged_1ca9ea1137b3211202e7","997-2476_0163","Bon Viatge","","","LT13","997-6","",""
"997-1","997-merged_c71aba43e390ca4bfe61","997-2476_0109","Francesc Macià","","","LT14","997-7","",""
"997-2","997-merged_c71aba43e390ca4bfe61","997-2476_0249","Llevant-L.Planes","","","LT14","997-10","",""
"997-2","997-merged_a29b6ad3557eadcbf478","997-2476_0250","Francesc Macià","","","LT14","997-3","",""
"997-3","997-merged_c71aba43e390ca4bfe61","997-2476_0421","Sant Feliu|C.C.","","","LT14","997-4","",""
"997-3","997-merged_499626346f23e4eabdab","997-2476_0422","Francesc Macià","","","LT14","997-5","",""
"997-1","997-merged_c71aba43e390ca4bfe61","997-2476_0119","Bon Viatge","","","LT14","997-6","",""
"997-2","997-merged_c71aba43e390ca4bfe61","997-2476_0274","Francesc Macià","","","LT15","997-2","",""
"997-1","997-merged_c71aba43e390ca4bfe61","997-2476_0110","Bon Viatge","","","LT15","997-6","",""
"997-1","997-merged_c71aba43e390ca4bfe61","997-2476_0111","Francesc Macià","","","LT15","997-7","",""
"997-2","997-merged_c71aba43e390ca4bfe61","997-2476_0219","Llevant-L.Planes","","","LT15","997-10","",""
"997-2","997-merged_c71aba43e390ca4bfe61","997-2476_0220","Francesc Macià","","","LT15","997-3","",""
"997-2","997-merged_c71aba43e390ca4bfe61","997-2476_0221","Llevant-L.Planes","","","LT15","997-10","",""
"997-2","997-merged_c71aba43e390ca4bfe61","997-2476_0222","Francesc Macià","","","LT15","997-3","",""
"997-3","997-merged_c71aba43e390ca4bfe61","997-2476_0362","Sant Feliu|C.C.","","","LT15","997-4","",""
"997-3","997-merged_499626346f23e4eabdab","997-2476_0363","Francesc Macià","","","LT15","997-12","",""
"997-2","997-2476","997-2476_0257","Llevant-L.Planes","","","LT15","997-10","",""
"997-2","997-merged_499626346f23e4eabdab","997-2476_0258","Francesc Macià","","","LT15","997-2","",""
"997-3","997-2476","997-2476_0400","Sant Feliu|C.C.","","","LT15","997-11","",""
"997-3","997-merged_499626346f23e4eabdab","997-2476_0401","Francesc Macià","","","LT15","997-5","",""
"997-2","997-merged_65dea03255d17bc4774a","997-2476_0333","Llevant-L.Planes","","","LT15","997-1","",""
"997-2","997-merged_499626346f23e4eabdab","997-2476_0334","Francesc Macià","","","LT15","997-3","",""
"997-2","997-2476","997-2476_0335","Llevant-L.Planes","","","LT15","997-10","",""
"997-2","997-2476","997-2476_0336","Francesc Macià","","","LT15","997-3","",""
"997-3","997-2476","997-2476_0437","Sant Feliu|C.C.","","","LT15","997-4","",""
"997-3","997-2476","997-2476_0438","Francesc Macià","","","LT15","997-5","",""
"997-1","997-2476","997-2476_0161","Bon Viatge","","","LT15","997-6","",""
"997-3","997-merged_499626346f23e4eabdab","997-2476_0474","Francesc Macià","","","LT16","997-12","",""
"997-1","997-merged_c71aba43e390ca4bfe61","997-2476_0117","Bon Viatge","","","LT16","997-8","",""
"997-1","997-merged_c71aba43e390ca4bfe61","997-2476_0118","Francesc Macià","","","LT16","997-9","",""
"997-2","997-merged_c71aba43e390ca4bfe61","997-2476_0277","Llevant-L.Planes","","","LT16","997-1","",""
"997-2","997-merged_c71aba43e390ca4bfe61","997-2476_0278","Francesc Macià","","","LT16","997-2","",""
"997-3","997-merged_c71aba43e390ca4bfe61","997-2476_0360","Sant Feliu|C.C.","","","LT16","997-11","",""
"997-3","997-merged_499626346f23e4eabdab","997-2476_0361","Francesc Macià","","","LT16","997-5","",""
"997-2","997-merged_c71aba43e390ca4bfe61","997-2476_0223","Llevant-L.Planes","","","LT16","997-1","",""
"997-2","997-merged_c71aba43e390ca4bfe61","997-2476_0224","Francesc Macià","","","LT16","997-3","",""
"997-3","997-2476","997-2476_0398","Sant Feliu|C.C.","","","LT16","997-4","",""
"997-3","997-merged_499626346f23e4eabdab","997-2476_0399","Francesc Macià","","","LT16","997-12","",""
"997-2","997-2476","997-2476_0259","Llevant-L.Planes","","","LT16","997-10","",""
"997-2","997-merged_499626346f23e4eabdab","997-2476_0260","Francesc Macià","","","LT16","997-2","",""
"997-3","997-2476","997-2476_0463","Sant Feliu|C.C.","","","LT16","997-11","",""
"997-3","997-2476","997-2476_0464","Francesc Macià","","","LT16","997-5","",""
"997-3","997-2476","997-2476_0465","Sant Feliu|C.C.","","","LT16","997-11","",""
"997-3","997-merged_499626346f23e4eabdab","997-2476_0466","Francesc Macià","","","LT16","997-12","",""
"997-1","997-2476","997-2476_0100","Bon Viatge","","","LT16","997-8","",""
"997-1","997-2476","997-2476_0101","Francesc Macià","","","LT16","997-9","",""
"997-2","997-merged_499626346f23e4eabdab","997-2476_0207","Llevant-L.Planes","","","LT16","997-1","",""
"997-2","997-merged_499626346f23e4eabdab","997-2476_0208","Francesc Macià","","","LT16","997-3","",""
"997-3","997-merged_499626346f23e4eabdab","997-2476_0441","Sant Feliu|C.C.","","","LT16","997-4","",""
"997-3","997-merged_499626346f23e4eabdab","997-2476_0442","Francesc Macià","","","LT16","997-12","",""
"997-3","997-2476","997-2476_0443","Sant Feliu|C.C.","","","LT16","997-4","",""
"997-3","997-merged_499626346f23e4eabdab","997-2476_0444","Francesc Macià","","","LT16","997-5","",""
"997-3","997-merged_c71aba43e390ca4bfe61","997-2476_0445","Sant Feliu|C.C.","","","LT16","997-11","",""
"997-1","997-merged_c71aba43e390ca4bfe61","997-2476_0005","Francesc Macià","","","LT17","997-9","",""
"997-2","997-merged_c71aba43e390ca4bfe61","997-2476_0217","Llevant-L.Planes","","","LT17","997-1","",""
"997-2","997-merged_c71aba43e390ca4bfe61","997-2476_0218","Francesc Macià","","","LT17","997-2","",""
"997-3","997-merged_c71aba43e390ca4bfe61","997-2476_0477","Sant Feliu|C.C.","","","LT17","997-11","",""
"997-3","997-merged_499626346f23e4eabdab","997-2476_0478","Francesc Macià","","","LT17","997-12","",""
"997-3","997-merged_c71aba43e390ca4bfe61","997-2476_0479","Sant Feliu|C.C.","","","LT17","997-4","",""
"997-3","997-merged_499626346f23e4eabdab","997-2476_0480","Francesc Macià","","","LT17","997-12","",""
"997-2","997-merged_caeecf4383196144f1c9","997-2476_0255","Llevant-L.Planes","","","LT17","997-10","",""
"997-2","997-merged_c71aba43e390ca4bfe61","997-2476_0256","Francesc Macià","","","LT17","997-2","",""
"997-3","997-merged_c71aba43e390ca4bfe61","997-2476_0364","Sant Feliu|C.C.","","","LT17","997-11","",""
"997-3","997-merged_499626346f23e4eabdab","997-2476_0365","Francesc Macià","","","LT17","997-5","",""
"997-2","997-2476","997-2476_0331","Llevant-L.Planes","","","LT17","997-1","",""
"997-2","997-merged_499626346f23e4eabdab","997-2476_0332","Francesc Macià","","","LT17","997-3","",""
"997-3","997-2476","997-2476_0402","Sant Feliu|C.C.","","","LT17","997-4","",""
"997-3","997-2476","997-2476_0403","Francesc Macià","","","LT17","997-5","",""
"997-2","997-2476","997-2476_0311","Llevant-L.Planes","","","LT17","997-1","",""
"997-2","997-2476","997-2476_0312","Francesc Macià","","","LT17","997-2","",""
"997-3","997-merged_499626346f23e4eabdab","997-2476_0467","Sant Feliu|C.C.","","","LT17","997-11","",""
"997-3","997-2476","997-2476_0468","Francesc Macià","","","LT17","997-12","",""
"997-3","997-merged_23077f11cb7fc3483e71","997-2476_0469","Sant Feliu|C.C.","","","LT17","997-4","",""
"997-3","997-merged_499626346f23e4eabdab","997-2476_0470","Francesc Macià","","","LT17","997-12","",""
"997-2","997-merged_499626346f23e4eabdab","997-2476_0295","Llevant-L.Planes","","","LT17","997-10","",""
"997-2","997-merged_499626346f23e4eabdab","997-2476_0296","Francesc Macià","","","LT17","997-2","",""
"997-1","997-2476","997-2476_0167","Bon Viatge","","","LT17","997-6","",""
"997-2","997-merged_c71aba43e390ca4bfe61","997-2476_0320","Francesc Macià","","","LT18","997-2","",""
"997-3","997-merged_c71aba43e390ca4bfe61","997-2476_0475","Sant Feliu|C.C.","","","LT18","997-11","",""
"997-3","997-merged_499626346f23e4eabdab","997-2476_0476","Francesc Macià","","","LT18","997-12","",""
"997-1","997-merged_c71aba43e390ca4bfe61","997-2476_0112","Bon Viatge","","","LT18","997-8","",""
"997-1","997-merged_c71aba43e390ca4bfe61","997-2476_0113","Francesc Macià","","","LT18","997-9","",""
"997-1","997-merged_c71aba43e390ca4bfe61","997-2476_0114","Bon Viatge","","","LT18","997-6","",""
"997-1","997-merged_c71aba43e390ca4bfe61","997-2476_0122","Francesc Macià","","","LT19","997-7","",""
"997-2","997-merged_c71aba43e390ca4bfe61","997-2476_0275","Llevant-L.Planes","","","LT19","997-10","",""
"997-2","997-merged_c71aba43e390ca4bfe61","997-2476_0276","Francesc Macià","","","LT19","997-3","",""
"997-3","997-merged_c71aba43e390ca4bfe61","997-2476_0358","Sant Feliu|C.C.","","","LT19","997-4","",""
"997-3","997-merged_c71aba43e390ca4bfe61","997-2476_0359","Francesc Macià","","","LT19","997-5","",""
"997-1","997-merged_c71aba43e390ca4bfe61","997-2476_0021","Bon Viatge","","","LT19","997-6","",""
"997-1","997-merged_c71aba43e390ca4bfe61","997-2476_0144","Francesc Macià","","","LT20","997-9","",""
"997-2","997-merged_c71aba43e390ca4bfe61","997-2476_0191","Llevant-L.Planes","","","LT20","997-1","",""
"997-2","997-merged_c71aba43e390ca4bfe61","997-2476_0192","Francesc Macià","","","LT20","997-2","",""
"997-3","997-merged_c71aba43e390ca4bfe61","997-2476_0503","Sant Feliu|C.C.","","","LT20","997-11","",""
"997-3","997-merged_499626346f23e4eabdab","997-2476_0504","Francesc Macià","","","LT20","997-12","",""
"997-2","997-merged_c71aba43e390ca4bfe61","997-2476_0279","Llevant-L.Planes","","","LT20","997-10","",""
"997-2","997-merged_c71aba43e390ca4bfe61","997-2476_0280","Francesc Macià","","","LT20","997-2","",""
"997-3","997-merged_c71aba43e390ca4bfe61","997-2476_0396","Sant Feliu|C.C.","","","LT20","997-11","",""
"997-3","997-merged_499626346f23e4eabdab","997-2476_0397","Francesc Macià","","","LT20","997-5","",""
"997-2","997-2476","997-2476_0225","Llevant-L.Planes","","","LT20","997-1","",""
"997-2","997-merged_499626346f23e4eabdab","997-2476_0226","Francesc Macià","","","LT20","997-3","",""
"997-3","997-2476","997-2476_0461","Sant Feliu|C.C.","","","LT20","997-4","",""
"997-3","997-merged_499626346f23e4eabdab","997-2476_0462","Francesc Macià","","","LT20","997-12","",""
"997-2","997-2476","997-2476_0261","Llevant-L.Planes","","","LT20","997-10","",""
"997-2","997-2476","997-2476_0262","Francesc Macià","","","LT20","997-3","",""
"997-3","997-2476","997-2476_0435","Sant Feliu|C.C.","","","LT20","997-4","",""
"997-3","997-2476","997-2476_0436","Francesc Macià","","","LT20","997-5","",""
"997-1","997-2476","997-2476_0159","Bon Viatge","","","LT20","997-6","",""
"997-1","997-2476","997-2476_0160","Francesc Macià","","","LT20","997-7","",""
"997-3","997-2476","997-2476_0439","Sant Feliu|C.C.","","","LT20","997-4","",""
"997-3","997-merged_499626346f23e4eabdab","997-2476_0440","Francesc Macià","","","LT20","997-5","",""
"997-2","997-merged_499626346f23e4eabdab","997-2476_0209","Llevant-L.Planes","","","LT20","997-1","",""
"997-2","997-merged_499626346f23e4eabdab","997-2476_0210","Francesc Macià","","","LT20","997-2","",""
"997-2","997-2476","997-2476_0211","Llevant-L.Planes","","","LT20","997-1","",""
"997-2","997-merged_499626346f23e4eabdab","997-2476_0212","Francesc Macià","","","LT20","997-2","",""
"997-1","997-2476","997-2476_0169","Bon Viatge","","","LT20","997-6","",""
"997-1","997-2476","997-2476_0166","Francesc Macià","","","LT21","997-7","",""
"997-3","997-2476","997-2476_0404","Sant Feliu|C.C.","","","LT21","997-4","",""
"997-3","997-2476","997-2476_0405","Francesc Macià","","","LT21","997-5","",""
"997-1","997-2476","997-2476_0072","Bon Viatge","","","LT21","997-6","",""
"997-1","997-2476","997-2476_0073","Francesc Macià","","","LT21","997-7","",""
"997-1","997-2476","997-2476_0074","Bon Viatge","","","LT21","997-8","",""
"997-1","997-2476","997-2476_0075","Francesc Macià","","","LT21","997-7","",""
"997-1","997-merged_499626346f23e4eabdab","997-2476_0076","Bon Viatge","","","LT21","997-8","",""
"997-1","997-merged_499626346f23e4eabdab","997-2476_0077","Francesc Macià","","","LT21","997-9","",""
"997-1","997-2476","997-2476_0078","Bon Viatge","","","LT21","997-6","",""
"997-1","997-2476","997-2476_0184","Francesc Macià","","","LT22","997-7","",""
"997-1","997-2476","997-2476_0098","Bon Viatge","","","LT22","997-8","",""
"997-1","997-2476","997-2476_0099","Francesc Macià","","","LT22","997-9","",""
"997-2","997-2476","997-2476_0337","Llevant-L.Planes","","","LT22","997-1","",""
"997-2","997-2476","997-2476_0338","Francesc Macià","","","LT22","997-2","",""
"997-2","997-2476","997-2476_0315","Llevant-L.Planes","","","LT22","997-1","",""
"997-2","997-merged_499626346f23e4eabdab","997-2476_0316","Francesc Macià","","","LT22","997-2","",""
"997-3","997-merged_499626346f23e4eabdab","997-2476_0497","Sant Feliu|C.C.","","","LT22","997-11","",""
"997-2","997-2476","997-2476_0340","Francesc Macià","","","LT23","997-3","",""
"997-3","997-2476","997-2476_0507","Sant Feliu|C.C.","","","LT23","997-4","",""
"997-3","997-2476","997-2476_0508","Francesc Macià","","","LT23","997-5","",""
"997-1","997-merged_499626346f23e4eabdab","997-2476_0137","Bon Viatge","","","LT23","997-6","",""
"997-1","997-2476","997-2476_0138","Francesc Macià","","","LT23","997-7","",""
"997-1","997-merged_499626346f23e4eabdab","997-2476_0139","Bon Viatge","","","LT23","997-8","",""
"997-1","997-merged_499626346f23e4eabdab","997-2476_0140","Francesc Macià","","","LT23","997-9","",""
"997-1","997-merged_499626346f23e4eabdab","997-2476_0141","Bon Viatge","","","LT23","997-6","",""
"997-1","997-2476","997-2476_0172","Francesc Macià","","","LT24","997-9","",""
"997-2","997-merged_499626346f23e4eabdab","997-2476_0341","Llevant-L.Planes","","","LT24","997-1","",""
"997-2","997-2476","997-2476_0342","Francesc Macià","","","LT24","997-2","",""
"997-3","997-2476","997-2476_0374","Sant Feliu|C.C.","","","LT24","997-11","",""
"997-3","997-merged_499626346f23e4eabdab","997-2476_0375","Francesc Macià","","","LT24","997-12","",""
"997-2","997-merged_499626346f23e4eabdab","997-2476_0235","Llevant-L.Planes","","","LT24","997-10","",""
"997-2","997-merged_499626346f23e4eabdab","997-2476_0236","Francesc Macià","","","LT24","997-3","",""
"997-3","997-merged_499626346f23e4eabdab","997-2476_0511","Sant Feliu|C.C.","","","LT24","997-4","",""
"997-3","997-2514","997-2514_0222","Francesc Macià","","","VT01","997-5","",""
"997-1","997-2514","997-2514_0321","Bon Viatge","","","VT01","997-6","",""
"997-1","997-2514","997-2514_0322","Francesc Macià","","","VT01","997-7","",""
"997-2","997-2514","997-2514_0323","Llevant-L.Planes","","","VT01","997-10","",""
"997-2","997-2514","997-2514_0324","Francesc Macià","","","VT01","997-3","",""
"997-3","997-2514","997-2514_0325","Sant Feliu|C.C.","","","VT01","997-4","",""
"997-3","997-2514","997-2514_0326","Francesc Macià","","","VT01","997-12","",""
"997-1","997-2514","997-2514_0327","Bon Viatge","","","VT01","997-8","",""
"997-3","997-2514","997-2514_0218","Francesc Macià","","","VT02","997-5","",""
"997-3","997-2514","997-2514_0305","Francesc Macià","","","VT02","997-12","",""
"997-1","997-merged_252f999e9f62d8411e84","997-2514_0329","Bon Viatge","","","VT02","997-6","",""
"997-1","997-2514","997-2514_0330","Francesc Macià","","","VT02","997-9","",""
"997-2","997-2514","997-2514_0331","Llevant-L.Planes","","","VT02","997-1","",""
"997-2","997-2514","997-2514_0332","Francesc Macià","","","VT02","997-2","",""
"997-3","997-2514","997-2514_0333","Sant Feliu|C.C.","","","VT02","997-11","",""
"997-3","997-2514","997-2514_0334","Francesc Macià","","","VT02","997-12","",""
"997-1","997-2514","997-2514_0335","Bon Viatge","","","VT02","997-8","",""
"997-1","997-2514","997-2514_0336","Francesc Macià","","","VT02","997-9","",""
"997-2","997-2514","997-2514_0337","Llevant-L.Planes","","","VT02","997-1","",""
"997-2","997-2514","997-2514_0338","Francesc Macià","","","VT02","997-2","",""
"997-3","997-2514","997-2514_0339","Sant Feliu|C.C.","","","VT02","997-11","",""
"997-3","997-2514","997-2514_0267","Francesc Macià","","","VT02","997-5","",""
"997-2","997-2514","997-2514_0124","Llevant-L.Planes","","","VT02","997-1","",""
"997-2","997-2514","997-2514_0125","Francesc Macià","","","VT02","997-3","",""
"997-2","997-2514","997-2514_0126","Llevant-L.Planes","","","VT02","997-10","",""
"997-2","997-2514","997-2514_0127","Francesc Macià","","","VT02","997-2","",""
"997-2","997-2514","997-2514_0128","Llevant-L.Planes","","","VT02","997-1","",""
"997-2","997-merged_252f999e9f62d8411e84","997-2514_0129","Francesc Macià","","","VT02","997-2","",""
"997-2","997-2514","997-2514_0130","Llevant-L.Planes","","","VT02","997-1","",""
"997-3","997-2514","997-2514_0239","Francesc Macià","","","VT03","997-5","",""
"997-3","997-2514","997-2514_0241","Francesc Macià","","","VT03","997-12","",""
"997-3","997-2514","997-2514_0243","Francesc Macià","","","VT03","997-5","",""
"997-3","997-2514","997-2514_0303","Francesc Macià","","","VT04","997-12","",""
"997-3","997-2514","997-2514_0285","Francesc Macià","","","VT04","997-5","",""
"997-2","997-2514","997-2514_0122","Francesc Macià","","","VT04","997-2","",""
"997-1","997-2514","997-2514_0340","Bon Viatge","","","VT04","997-6","",""
"997-1","997-2514","997-2514_0341","Francesc Macià","","","VT04","997-7","",""
"997-2","997-2514","997-2514_0342","Llevant-L.Planes","","","VT04","997-10","",""
"997-2","997-2514","997-2514_0343","Francesc Macià","","","VT04","997-3","",""
"997-3","997-2514","997-2514_0344","Sant Feliu|C.C.","","","VT04","997-4","",""
"997-3","997-merged_0e2e275090ff1ecbeb9c","997-2514_0345","Francesc Macià","","","VT04","997-5","",""
"997-1","997-2514","997-2514_0346","Bon Viatge","","","VT04","997-6","",""
"997-1","997-2514","997-2514_0347","Francesc Macià","","","VT04","997-9","",""
"997-1","997-2514","997-2514_0348","Bon Viatge","","","VT04","997-6","",""
"997-1","997-2514","997-2514_0349","Francesc Macià","","","VT04","997-7","",""
"997-1","997-2514","997-2514_0350","Bon Viatge","","","VT04","997-8","",""
"997-1","997-2514","997-2514_0091","Francesc Macià","","","VT04","997-9","",""
"997-1","997-2514","997-2514_0092","Bon Viatge","","","VT04","997-6","",""
"997-1","997-2514","997-2514_0351","Francesc Macià","","","VT05","997-9","",""
"997-3","997-2514","997-2514_0352","Sant Feliu|C.C.","","","VT05","997-11","",""
"997-3","997-2514","997-2514_0353","Francesc Macià","","","VT05","997-12","",""
"997-1","997-2514","997-2514_0354","Bon Viatge","","","VT05","997-8","",""
"997-1","997-2514","997-2514_0355","Francesc Macià","","","VT05","997-9","",""
"997-2","997-2514","997-2514_0356","Llevant-L.Planes","","","VT05","997-1","",""
"997-2","997-merged_0e2e275090ff1ecbeb9c","997-2514_0357","Francesc Macià","","","VT05","997-2","",""
"997-3","997-2514","997-2514_0358","Sant Feliu|C.C.","","","VT05","997-11","",""
"997-3","997-2514","997-2514_0359","Francesc Macià","","","VT05","997-5","",""
"997-2","997-2514","997-2514_0360","Llevant-L.Planes","","","VT05","997-1","",""
"997-2","997-2514","997-2514_0361","Francesc Macià","","","VT05","997-3","",""
"997-3","997-2514","997-2514_0230","Sant Feliu|C.C.","","","VT05","997-4","",""
"997-3","997-2514","997-2514_0231","Francesc Macià","","","VT05","997-5","",""
"997-2","997-2514","997-2514_0172","Llevant-L.Planes","","","VT05","997-1","",""
"997-3","997-2514","997-2514_0255","Francesc Macià","","","VT06","997-5","",""
"997-3","997-2514","997-2514_0257","Francesc Macià","","","VT06","997-12","",""
"997-3","997-merged_3c5a565e04b9401be534","997-2514_0259","Francesc Macià","","","VT06","997-5","",""
"997-3","997-2514","997-2514_0297","Francesc Macià","","","VT06","997-5","",""
"997-2","997-2514","997-2514_0363","Llevant-L.Planes","","","VT06","997-10","",""
"997-2","997-2514","997-2514_0364","Francesc Macià","","","VT06","997-3","",""
"997-3","997-2514","997-2514_0365","Sant Feliu|C.C.","","","VT06","997-4","",""
"997-3","997-2514","997-2514_0366","Francesc Macià","","","VT06","997-5","",""
"997-1","997-2514","997-2514_0367","Bon Viatge","","","VT06","997-6","",""
"997-1","997-2514","997-2514_0368","Francesc Macià","","","VT06","997-7","",""
"997-2","997-2514","997-2514_0369","Llevant-L.Planes","","","VT06","997-10","",""
"997-2","997-2514","997-2514_0370","Francesc Macià","","","VT06","997-3","",""
"997-1","997-2514","997-2514_0371","Bon Viatge","","","VT06","997-8","",""
"997-1","997-2514","997-2514_0063","Francesc Macià","","","VT06","997-9","",""
"997-1","997-2514","997-2514_0064","Bon Viatge","","","VT06","997-6","",""
"997-1","997-2514","997-2514_0065","Francesc Macià","","","VT06","997-7","",""
"997-1","997-2514","997-2514_0066","Bon Viatge","","","VT06","997-8","",""
"997-3","997-merged_3c5a565e04b9401be534","997-2514_0220","Francesc Macià","","","VT07","997-5","",""
"997-3","997-2514","997-2514_0249","Francesc Macià","","","VT07","997-12","",""
"997-2","997-2514","997-2514_0183","Francesc Macià","","","VT07","997-3","",""
"997-3","997-2514","997-2514_0372","Sant Feliu|C.C.","","","VT07","997-4","",""
"997-3","997-2514","997-2514_0373","Francesc Macià","","","VT07","997-12","",""
"997-1","997-2514","997-2514_0374","Bon Viatge","","","VT07","997-8","",""
"997-1","997-2514","997-2514_0375","Francesc Macià","","","VT07","997-9","",""
"997-2","997-2514","997-2514_0376","Llevant-L.Planes","","","VT07","997-1","",""
"997-2","997-2514","997-2514_0377","Francesc Macià","","","VT07","997-2","",""
"997-3","997-merged_5bc3589f1b7ce419bfba","997-2514_0378","Sant Feliu|C.C.","","","VT07","997-11","",""
"997-3","997-2514","997-2514_0379","Francesc Macià","","","VT07","997-12","",""
"997-1","997-2514","997-2514_0380","Bon Viatge","","","VT07","997-8","",""
"997-1","997-2514","997-2514_0381","Francesc Macià","","","VT07","997-9","",""
"997-1","997-2514","997-2514_0382","Bon Viatge","","","VT07","997-6","",""
"997-1","997-2514","997-2514_0101","Francesc Macià","","","VT07","997-7","",""
"997-1","997-2514","997-2514_0102","Bon Viatge","","","VT07","997-8","",""
"997-1","997-2514","997-2514_0103","Francesc Macià","","","VT07","997-9","",""
"997-1","997-2514","997-2514_0104","Bon Viatge","","","VT07","997-6","",""
"997-3","997-2514","997-2514_0247","Francesc Macià","","","VT08","997-5","",""
"997-3","997-2514","997-2514_0287","Francesc Macià","","","VT08","997-5","",""
"997-2","997-2514","997-2514_0383","Llevant-L.Planes","","","VT08","997-1","",""
"997-2","997-2514","997-2514_0384","Francesc Macià","","","VT08","997-2","",""
"997-3","997-2514","997-2514_0385","Sant Feliu|C.C.","","","VT08","997-11","",""
"997-3","997-2514","997-2514_0386","Francesc Macià","","","VT08","997-12","",""
"997-1","997-2514","997-2514_0387","Bon Viatge","","","VT08","997-8","",""
"997-1","997-2514","997-2514_0388","Francesc Macià","","","VT08","997-9","",""
"997-2","997-merged_0e2e275090ff1ecbeb9c","997-2514_0389","Llevant-L.Planes","","","VT08","997-1","",""
"997-2","997-2514","997-2514_0390","Francesc Macià","","","VT08","997-3","",""
"997-3","997-2514","997-2514_0391","Sant Feliu|C.C.","","","VT08","997-4","",""
"997-3","997-2514","997-2514_0392","Francesc Macià","","","VT08","997-12","",""
"997-2","997-2514","997-2514_0170","Llevant-L.Planes","","","VT08","997-10","",""
"997-2","997-2514","997-2514_0171","Francesc Macià","","","VT08","997-3","",""
"997-3","997-2514","997-2514_0310","Sant Feliu|C.C.","","","VT08","997-4","",""
"997-3","997-2514","997-2514_0245","Francesc Macià","","","VT09","997-5","",""
"997-1","997-2514","997-2514_0046","Francesc Macià","","","VT09","997-9","",""
"997-1","997-2514","997-2514_0393","Bon Viatge","","","VT09","997-6","",""
"997-1","997-2514","997-2514_0394","Francesc Macià","","","VT09","997-7","",""
"997-2","997-2514","997-2514_0395","Llevant-L.Planes","","","VT09","997-10","",""
"997-2","997-2514","997-2514_0396","Francesc Macià","","","VT09","997-3","",""
"997-3","997-2514","997-2514_0397","Sant Feliu|C.C.","","","VT09","997-4","",""
"997-3","997-2514","997-2514_0398","Francesc Macià","","","VT09","997-5","",""
"997-1","997-2514","997-2514_0399","Bon Viatge","","","VT09","997-6","",""
"997-1","997-2514","997-2514_0400","Francesc Macià","","","VT09","997-7","",""
"997-3","997-2514","997-2514_0401","Sant Feliu|C.C.","","","VT09","997-4","",""
"997-3","997-2514","997-2514_0402","Francesc Macià","","","VT09","997-12","",""
"997-2","997-2514","997-2514_0403","Llevant-L.Planes","","","VT09","997-10","",""
"997-2","997-2514","997-2514_0195","Francesc Macià","","","VT09","997-2","",""
"997-3","997-merged_0e2e275090ff1ecbeb9c","997-2514_0300","Sant Feliu|C.C.","","","VT09","997-11","",""
"997-3","997-2514","997-2514_0277","Francesc Macià","","","VT10","997-5","",""
"997-3","997-2514","997-2514_0279","Francesc Macià","","","VT10","997-12","",""
"997-1","997-2514","997-2514_0062","Francesc Macià","","","VT10","997-7","",""
"997-3","997-2514","997-2514_0404","Sant Feliu|C.C.","","","VT10","997-4","",""
"997-3","997-2514","997-2514_0405","Francesc Macià","","","VT10","997-5","",""
"997-1","997-2514","997-2514_0406","Bon Viatge","","","VT10","997-6","",""
"997-1","997-2514","997-2514_0407","Francesc Macià","","","VT10","997-7","",""
"997-2","997-2514","997-2514_0408","Llevant-L.Planes","","","VT10","997-10","",""
"997-2","997-2514","997-2514_0409","Francesc Macià","","","VT10","997-3","",""
"997-3","997-2514","997-2514_0410","Sant Feliu|C.C.","","","VT10","997-4","",""
"997-3","997-2514","997-2514_0411","Francesc Macià","","","VT10","997-12","",""
"997-2","997-2514","997-2514_0412","Llevant-L.Planes","","","VT10","997-10","",""
"997-2","997-2514","997-2514_0413","Francesc Macià","","","VT10","997-2","",""
"997-3","997-merged_0e2e275090ff1ecbeb9c","997-2514_0308","Sant Feliu|C.C.","","","VT10","997-11","",""
"997-3","997-2514","997-2514_0309","Francesc Macià","","","VT10","997-5","",""
"997-2","997-2514","997-2514_0210","Llevant-L.Planes","","","VT10","997-1","",""
"997-2","997-2514","997-2514_0211","Francesc Macià","","","VT10","997-2","",""
"997-2","997-merged_252f999e9f62d8411e84","997-2514_0212","Llevant-L.Planes","","","VT10","997-1","",""
"997-2","997-merged_252f999e9f62d8411e84","997-2514_0213","Francesc Macià","","","VT10","997-2","",""
"997-2","997-2514","997-2514_0214","Llevant-L.Planes","","","VT10","997-1","",""
"997-2","997-merged_252f999e9f62d8411e84","997-2514_0215","Francesc Macià","","","VT10","997-2","",""
"997-2","997-2514","997-2514_0414","Llevant-L.Planes","","","VT10","997-1","",""
"997-3","997-2514","997-2514_0263","Francesc Macià","","","VT11","997-5","",""
"997-3","997-2514","997-2514_0416","Francesc Macià","","","VT11","997-5","",""
"997-2","997-2514","997-2514_0417","Llevant-L.Planes","","","VT11","997-1","",""
"997-2","997-2514","997-2514_0418","Francesc Macià","","","VT11","997-2","",""
"997-3","997-merged_252f999e9f62d8411e84","997-2514_0419","Sant Feliu|C.C.","","","VT11","997-11","",""
"997-3","997-2514","997-2514_0420","Francesc Macià","","","VT11","997-12","",""
